continent,country,state,date_accessed,source_url
north america,united states,missouri,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/missouri
north america,united states,montana,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/montana
north america,united states,nebraska,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/nebraska
north america,united states,nevada,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/nevada
north america,united states,new hampshire,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/new-hampshire
north america,united states,new jersey,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/new-jersey
north america,united states,new mexico,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/new-mexico
north america,united states,new york,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/new-york
north america,united states,north carolina,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/north-carolina
north america,united states,north dakota,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/north-dakota
north america,united states,ohio,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/ohio
north america,united states,oklahoma,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/oklahoma
north america,united states,oregon,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/oregon
north america,united states,pennsylvania,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/pennsylvania
north america,united states,rhode island,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/rhode-island
north america,united states,south carolina,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/south-carolina
north america,united states,south dakota,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/south-dakota
north america,united states,tennessee,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/tennessee
north america,united states,texas,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/texas
north america,united states,utah,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/utah
north america,united states,vermont,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/vermont
north america,united states,virginia,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/virginia
north america,united states,washington,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/washington
north america,united states,west virginia,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/west-virginia
north america,united states,wisconsin,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/wisconsin
north america,united states,wyoming,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/province/wyoming
north america,united states,,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/country/united-states
north america,"virgin islands, u.s.",,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/country/virgin-islands
oceania,american samoa,,20251207000000,https://news-ca.churchofjesuschrist.org/facts-and-statistics/country/american-samoa
